ST,AGEP,COW,SCHL,SEX,WKHP,YOEP,ANC1P,DECADE,INDP,PINCP,POBP,RAC2P
6,46,1,22,1,30,2002,750,7,8770,31200,217,49
6,15,NA,12,2,NA,2002,750,7,NA,0,217,49
6,41,1,16,2,38,1983,750,5,5380,25600,217,49
6,78,NA,22,1,NA,2006,750,7,NA,8800,217,49
6,74,NA,21,2,NA,2006,750,7,NA,8800,217,49
6,57,6,21,1,60,2000,750,7,770,24000,217,49
6,56,NA,21,2,NA,2000,750,7,NA,9400,217,49
6,28,1,17,1,40,2000,750,7,4390,2700,217,49
6,71,NA,1,2,NA,1961,750,3,NA,30500,217,49
6,21,NA,19,1,NA,2011,750,7,NA,0,217,49
6,69,NA,16,2,NA,1980,750,5,NA,0,217,49
6,22,NA,21,1,NA,1999,750,6,NA,12000,217,49
6,58,1,16,2,40,1974,750,4,1680,7700,217,49
6,57,6,19,1,50,1978,750,4,8770,45000,217,49
6,52,1,19,2,40,1980,750,5,8370,11200,217,49
6,34,6,23,2,NA,1991,750,6,7980,0,217,49
6,76,NA,16,2,NA,1980,750,5,NA,0,217,49
6,31,1,16,1,40,1984,750,5,6870,90000,217,49
6,54,6,21,2,70,2001,750,7,5170,20000,217,49
6,32,8,21,1,60,2001,750,7,5170,18900,217,49
6,26,8,21,1,60,2001,750,7,5170,18900,217,49
6,90,NA,1,2,NA,2001,750,7,NA,9600,217,49
6,62,7,19,1,33,1979,750,4,5090,150000,217,49
6,60,6,17,1,35,1974,750,4,4990,26000,217,49
6,57,6,21,1,60,1976,750,4,8680,32100,217,49
6,51,7,18,2,60,1982,750,5,8680,28500,217,49
6,25,6,21,1,20,1993,750,6,7290,17000,217,49
6,48,7,21,1,50,2002,750,7,4390,36000,217,49
6,44,NA,20,2,NA,2002,750,7,NA,0,217,49
6,19,NA,18,2,NA,2002,750,7,NA,0,217,49
6,16,NA,13,2,NA,2002,750,7,NA,0,217,49
6,31,1,19,1,40,1998,750,6,6680,40000,217,49
6,66,NA,18,2,NA,1998,750,6,NA,0,217,49
6,50,1,21,2,55,1968,750,3,3580,100000,217,49
6,60,7,21,1,54,1981,750,5,8770,421000,217,49
6,60,1,21,2,40,1981,750,5,7390,10000,217,49
6,71,NA,16,2,NA,1982,750,5,NA,19080,217,49
6,76,NA,21,1,NA,1982,750,5,NA,12004,217,49
6,39,NA,19,1,NA,1974,750,4,NA,0,217,49
6,19,NA,19,2,NA,2012,750,7,NA,0,217,49
6,43,1,21,1,40,1974,750,4,7070,55000,217,49
6,67,1,16,2,32,1983,750,5,8680,17500,217,49
6,42,1,20,2,30,1983,750,5,7890,22000,217,49
6,58,1,20,2,40,2012,750,7,5080,45000,217,49
6,27,1,21,2,40,1985,750,5,4560,50000,217,49
6,32,NA,21,2,NA,2010,750,7,NA,36000,217,49
6,6,NA,3,2,NA,2010,750,7,NA,NA,217,49
6,46,1,16,1,40,2010,750,7,8680,21300,217,49
6,15,NA,11,2,NA,2010,750,7,NA,0,217,49
6,94,NA,1,2,NA,1983,750,5,NA,7200,217,49
6,35,1,21,1,40,2012,750,7,4270,76000,217,49
6,30,1,15,2,NA,2012,750,7,6570,0,217,49
6,1,NA,NA,1,NA,2012,750,7,NA,NA,217,49
6,44,1,21,2,40,1999,750,6,7590,200000,217,49
6,74,3,23,2,32,1965,750,3,7870,66000,217,49
6,33,1,22,1,40,2010,750,7,1090,18000,217,49
6,31,2,22,2,NA,2010,750,7,7870,0,217,49
6,37,1,21,1,42,1978,750,4,6672,72000,217,49
6,47,1,22,1,40,1999,750,6,3380,45000,217,49
6,44,1,21,2,36,1982,750,5,8190,110000,217,49
6,16,NA,14,1,NA,1998,750,6,NA,0,217,49
6,59,7,3,1,NA,2010,750,7,6290,0,217,49
6,57,NA,16,2,NA,2002,750,7,NA,0,217,49
6,30,1,22,2,NA,2010,750,7,8680,2700,217,49
6,47,1,18,2,20,1979,750,4,9290,14000,217,49
6,73,NA,16,2,NA,1978,750,4,NA,10800,217,49
6,66,7,21,1,80,1981,750,5,4195,110000,217,49
6,56,7,21,2,80,1981,750,5,4195,65000,217,49
6,69,NA,16,1,NA,1980,750,5,NA,6000,217,49
6,66,NA,16,2,NA,1980,750,5,NA,7200,217,49
6,55,NA,18,1,NA,1981,750,5,NA,10500,217,49
6,64,1,16,1,30,2001,750,7,7680,14400,217,49
6,60,1,16,2,40,2005,750,7,5170,21600,217,49
6,28,1,15,1,40,2009,750,7,5170,24000,217,49
6,68,NA,18,1,NA,1977,750,4,NA,10800,217,49
6,62,1,18,2,NA,1980,750,5,4970,9000,217,49
6,54,NA,19,2,NA,1978,750,4,NA,0,217,49
6,21,NA,19,1,NA,2008,750,7,NA,0,217,49
6,20,NA,19,2,NA,2008,750,7,NA,0,217,49
6,40,1,21,2,NA,2011,750,7,6070,0,217,49
6,40,1,22,1,50,2011,750,7,6070,48000,217,49
6,7,NA,4,2,NA,2011,750,7,NA,NA,217,49
6,2,NA,NA,1,NA,2011,750,7,NA,NA,217,49
6,19,1,19,1,20,2010,750,7,7280,1200,217,49
6,75,NA,1,2,NA,1969,750,3,NA,36000,217,49
6,64,7,19,2,70,1988,750,5,4970,5000,217,49
6,59,NA,16,2,NA,2009,750,7,NA,0,217,49
6,36,1,19,1,NA,2010,750,7,4195,0,217,49
6,47,1,21,1,40,1982,750,5,1480,100000,217,49
6,44,NA,18,2,NA,1980,750,5,NA,0,217,49
6,36,6,18,2,NA,1982,999,5,6990,1300,217,49
6,41,2,21,1,20,2005,999,7,9160,20000,217,49
6,43,1,21,2,65,1974,750,4,7490,141100,217,49
6,45,1,21,2,40,1998,750,6,1680,74400,217,49
6,77,6,21,1,NA,1978,999,4,7470,10400,217,49
6,37,NA,21,1,NA,2002,750,7,NA,0,217,49
6,35,NA,21,2,NA,2005,750,7,NA,0,217,49
6,80,NA,16,1,NA,1974,750,4,NA,9500,217,49
6,73,6,16,2,25,1974,750,4,8980,22000,217,49
6,70,6,16,2,30,1970,750,4,8980,20500,217,49
6,67,6,21,1,NA,1980,750,5,5790,9800,217,49
6,64,1,21,2,40,1980,750,5,3960,40000,217,49
6,25,1,16,2,40,2008,750,7,8680,26400,217,49
6,40,4,21,2,30,1985,750,5,7860,60000,217,49
6,40,1,21,1,50,1985,750,5,5170,171000,217,49
6,68,NA,19,2,NA,1985,750,5,NA,0,217,49
6,76,NA,5,2,NA,1980,750,5,NA,22000,217,49
6,54,7,21,2,40,1988,750,5,4470,66000,217,49
6,55,7,21,1,40,1986,750,5,4470,24000,217,49
6,36,1,22,2,50,1977,750,4,7380,104000,217,49
6,49,4,24,2,50,1989,750,5,7870,66100,217,49
6,36,7,19,1,45,2000,750,7,4290,120000,217,49
6,32,1,19,2,40,1993,750,6,6070,80000,217,49
6,67,NA,21,1,NA,2013,750,7,NA,0,217,49
6,61,NA,19,2,NA,2013,750,7,NA,0,217,49
6,71,NA,21,1,NA,1974,750,4,NA,41600,217,49
6,71,NA,16,2,NA,1974,750,4,NA,13000,217,49
6,34,1,18,1,36,1989,750,5,7980,24000,217,49
6,37,1,21,2,30,1994,750,6,7070,36000,217,49
6,5,NA,1,2,NA,2008,750,7,NA,NA,217,49
6,43,1,21,2,45,2000,750,7,1680,25000,217,49
6,17,NA,14,1,NA,2000,750,7,NA,0,217,49
6,40,1,21,2,40,2000,750,7,1680,16500,217,49
6,42,1,18,1,NA,1970,210,4,5070,350,217,49
6,35,NA,17,2,NA,2001,750,7,NA,13500,217,49
6,23,1,21,1,40,2007,750,7,770,80000,217,49
6,22,1,16,2,40,1999,750,6,1680,30000,217,49
6,60,NA,16,2,NA,1973,750,4,NA,0,217,49
6,36,6,21,2,10,2005,750,7,6890,500,217,49
6,9,NA,7,2,NA,2005,750,7,NA,NA,217,49
6,7,NA,4,2,NA,2012,999,7,NA,NA,217,49
6,3,NA,1,2,NA,2010,999,7,NA,NA,217,49
6,43,1,21,1,40,2009,750,7,3370,84000,217,49
6,39,NA,21,2,NA,2009,750,7,NA,0,217,49
6,10,NA,7,2,NA,2009,750,7,NA,NA,217,49
6,10,NA,7,1,NA,2009,750,7,NA,NA,217,49
6,73,6,23,1,NA,1975,750,4,7970,30700,217,49
6,50,NA,21,2,NA,1988,750,5,NA,0,217,49
6,53,6,21,1,50,1986,750,5,3990,100000,217,49
6,41,NA,19,2,NA,1975,750,4,NA,0,217,49
6,11,NA,8,1,NA,2002,750,7,NA,NA,217,49
6,71,NA,6,2,NA,1982,750,5,NA,8200,217,49
6,40,1,21,2,36,1982,750,5,8680,10000,217,49
6,83,NA,12,2,NA,1980,750,5,NA,8400,217,49
6,63,NA,15,2,NA,1973,750,4,NA,0,217,49
6,25,1,21,1,45,1991,750,6,6990,45000,217,49
6,27,1,21,1,40,2009,999,7,6890,38000,217,49
6,58,1,16,1,NA,1979,999,4,4070,0,217,49
6,53,NA,15,2,NA,1991,750,6,NA,0,217,49
6,57,1,21,1,40,1994,750,6,4470,183400,217,49
6,47,1,16,2,30,1995,750,6,6870,22100,217,49
6,42,NA,21,2,NA,2001,750,7,NA,0,217,49
6,42,6,23,1,40,1990,750,6,7980,100000,217,49
6,40,NA,22,2,NA,1990,750,6,NA,0,217,49
6,70,6,21,1,40,1985,750,5,8770,29700,217,49
6,65,NA,19,2,NA,1988,750,5,NA,0,217,49
6,53,1,1,1,40,2001,750,7,9070,40000,217,49
6,55,1,1,2,30,2002,750,7,9070,15000,217,49
6,25,1,18,1,40,2002,750,7,9070,25500,217,49
6,33,6,22,2,NA,2004,750,7,8560,0,217,49
6,87,NA,21,1,NA,1974,750,4,NA,14000,217,49
6,80,NA,16,2,NA,1974,750,4,NA,7200,217,49
6,42,1,22,1,NA,2007,750,7,3390,11000,217,49
6,42,1,20,2,14,2007,750,7,8680,250,217,49
6,11,NA,8,2,NA,2007,750,7,NA,NA,217,49
6,57,1,21,1,50,1973,750,4,3590,150000,217,49
6,57,NA,18,2,NA,1979,750,4,NA,0,217,49
6,79,NA,22,1,NA,1955,750,2,NA,3000,217,49
6,77,NA,21,2,NA,1962,750,3,NA,8000,217,49
6,49,1,21,1,40,1999,750,6,7380,85000,217,49
6,44,NA,20,2,NA,1999,750,6,NA,0,217,49
6,17,NA,14,1,NA,1999,750,6,NA,0,217,49
6,16,NA,13,1,NA,1999,750,6,NA,0,217,49
6,81,NA,11,2,NA,1984,750,5,NA,97600,217,49
6,57,6,16,1,NA,1993,750,6,4970,0,217,49
6,52,4,16,2,15,1978,750,4,9480,20000,217,49
6,35,1,21,2,25,1978,750,4,4990,167000,217,49
6,44,NA,21,2,NA,1979,750,4,NA,0,217,49
6,44,1,21,1,40,1973,750,4,3390,130000,217,49
6,67,6,16,1,NA,1983,750,5,8680,7200,217,49
6,37,1,21,1,40,1983,750,5,8680,34700,217,49
6,27,1,21,2,30,1985,750,5,8680,46400,217,49
6,56,1,16,2,NA,1991,750,6,5570,7000,217,49
6,24,1,16,1,1,1998,750,6,4670,24000,217,49
6,53,6,19,1,40,2005,750,7,7490,92000,217,49
6,78,NA,9,2,NA,2010,750,7,NA,0,217,49
6,83,5,22,1,NA,1970,750,4,6370,10900,217,49
6,75,2,23,2,40,1971,750,4,9160,52350,217,49
6,43,1,21,2,40,1995,750,6,7470,84000,217,49
6,44,6,20,1,40,1994,750,6,4070,30000,217,49
6,52,1,21,1,56,1988,750,5,3590,80000,217,49
6,54,1,16,2,40,1980,750,5,8270,28000,217,49
6,26,1,18,1,50,1987,750,5,8680,40000,217,49
6,41,1,16,2,40,1990,750,6,6870,30000,217,49
6,36,1,22,1,40,1976,750,4,6570,120100,217,49
6,33,3,21,2,45,1987,750,5,7860,45000,217,49
6,94,NA,21,1,NA,1979,750,4,NA,7200,217,49
6,39,1,18,2,80,1985,750,5,6870,75000,217,49
6,39,6,19,1,80,1993,750,6,5190,15000,217,49
6,67,NA,1,2,NA,1999,750,6,NA,7600,217,49
6,41,NA,18,1,NA,1997,750,6,NA,0,217,49
6,67,6,21,1,40,1975,750,4,4290,125000,217,49
6,61,NA,16,2,NA,1975,999,4,NA,0,217,49
6,35,7,21,1,40,1977,750,4,3580,89600,217,49
6,54,6,21,1,35,1997,750,6,3390,18000,217,49
6,54,NA,21,2,NA,1997,750,6,NA,0,217,49
6,23,NA,20,2,NA,1990,999,6,NA,0,217,49
6,24,NA,19,1,NA,2008,750,7,NA,30000,217,49
6,44,1,19,2,40,1973,750,4,5690,62000,217,49
6,28,NA,21,2,NA,2011,750,7,NA,0,217,49
6,65,1,19,1,NA,1982,750,5,4470,8500,217,49
6,44,NA,21,2,NA,2004,750,7,NA,0,217,49
6,48,1,21,1,50,2004,750,7,4590,150000,217,49
6,17,NA,14,1,NA,2004,750,7,NA,0,217,49
6,12,NA,8,2,NA,2004,750,7,NA,NA,217,49
6,54,1,16,2,25,1993,750,6,8370,9600,217,49
6,53,1,16,1,40,1993,750,6,3980,30000,217,49
6,64,6,19,2,NA,1972,750,4,5090,9600,217,49
6,57,1,23,2,28,1973,750,4,5070,55000,217,49
6,58,7,16,1,40,1980,750,5,4080,20000,217,49
6,35,1,20,2,40,1987,750,5,1480,68000,217,49
6,28,1,16,1,52,1991,750,6,770,15600,217,49
6,61,1,1,1,52,1991,750,6,770,16200,217,49
6,58,1,1,2,40,1991,750,6,1680,12000,217,49
6,46,1,21,2,40,1983,750,5,7970,24000,217,49
6,25,4,21,1,20,2009,750,7,7870,35100,217,49
6,39,1,23,1,40,1979,750,4,6570,521000,217,49
6,54,2,23,1,2,1970,750,4,9160,26600,217,49
6,41,1,16,2,10,1973,750,4,770,7500,217,49
6,6,NA,3,2,NA,2008,750,7,NA,NA,217,49
6,2,NA,NA,1,NA,2012,750,7,NA,NA,217,49
6,47,1,21,2,40,1986,750,5,8090,75000,217,49
6,40,2,24,2,50,1999,750,6,7460,80200,217,49
6,59,6,16,1,6,1974,750,4,7070,30000,217,49
6,39,2,16,2,NA,1998,750,6,5790,0,217,49
6,53,1,22,2,40,1983,750,5,8190,70000,217,49
6,58,6,21,1,NA,1981,750,5,5790,0,217,49
6,35,2,23,2,40,1984,750,5,8180,240000,217,49
6,65,6,21,1,30,1998,750,6,7690,26000,217,49
6,59,1,16,2,33,1998,750,6,8680,15000,217,49
6,30,8,21,1,20,1998,750,6,7690,6500,217,49
6,69,1,16,1,12,1965,999,3,4970,6800,217,49
6,71,NA,12,2,NA,1995,999,6,NA,0,217,49
6,78,NA,24,2,NA,1955,750,2,NA,9900,217,49
6,45,1,22,2,4,2009,750,7,7860,8000,217,49
6,40,1,21,2,55,1973,999,4,6670,45000,217,49
6,28,1,21,1,52,1998,750,6,6490,78400,217,49
6,25,1,21,2,52,1998,750,6,4280,60000,217,49
6,29,2,19,1,10,2010,750,7,8680,500,217,49
6,29,1,21,2,40,1998,750,6,6890,48000,217,49
6,33,1,21,1,37,1993,750,6,3390,140000,217,49
6,43,3,22,1,40,2001,750,7,9470,77000,217,49
6,39,NA,20,2,NA,2005,750,7,NA,0,217,49
6,42,2,22,1,60,1983,750,5,9160,36000,217,49
6,45,2,23,2,60,1975,750,4,7860,48000,217,49
6,34,3,22,2,55,1993,750,6,7860,52800,217,49
6,33,1,20,2,40,1983,750,5,4585,29900,217,49
6,71,NA,16,2,NA,1970,750,4,NA,10200,217,49
6,60,6,20,2,72,1994,750,6,9070,30000,217,49
6,46,6,20,1,45,2003,750,7,770,80000,217,49
6,16,NA,12,2,NA,2003,750,7,NA,0,217,49
6,12,NA,9,1,NA,2003,750,7,NA,NA,217,49
6,15,NA,12,2,NA,2012,750,7,NA,0,217,49
6,51,NA,19,2,NA,1981,750,5,NA,0,217,49
6,53,6,20,1,50,1978,750,4,6290,30000,217,49
6,48,7,16,1,40,2002,750,7,5170,57200,217,49
6,46,7,16,2,40,1970,750,4,5170,43200,217,49
6,49,6,21,2,NA,2010,750,7,8980,0,217,49
6,51,6,22,1,NA,2011,750,7,8980,0,217,49
6,23,8,20,2,NA,2010,750,7,8980,0,217,49
6,17,NA,13,1,NA,2010,750,7,NA,0,217,49
6,57,2,22,1,40,1991,750,6,9160,24000,217,49
6,52,2,21,2,27,1991,750,6,8370,9000,217,49
6,85,NA,12,2,NA,2003,750,7,NA,0,217,49
6,68,6,21,1,NA,1979,999,4,6990,10900,217,49
6,66,6,21,2,NA,1979,999,4,6990,7800,217,49
6,41,2,21,2,30,1975,750,4,7860,3000,217,49
6,40,3,23,1,40,1973,750,4,9470,185000,217,49
6,57,6,16,1,55,1987,750,5,4970,100000,217,49
6,53,6,21,2,50,1987,750,5,4980,100000,217,49
6,45,7,21,1,60,2001,999,7,8370,43000,217,49
6,44,3,21,2,32,2011,999,7,9090,30000,217,49
6,60,6,21,2,NA,1987,750,5,770,18400,217,49
6,68,6,21,1,NA,1987,750,5,770,10000,217,49
6,33,1,24,1,40,1987,750,5,5070,140000,217,49
6,35,NA,21,1,NA,2008,750,7,NA,70000,217,49
6,35,NA,21,2,NA,2008,750,7,NA,0,217,49
6,41,1,21,1,48,2000,750,7,1680,54000,217,49
6,66,NA,16,2,NA,2000,750,7,NA,0,217,49
6,45,NA,19,1,NA,2010,750,7,NA,0,217,49
6,44,NA,19,2,NA,2010,750,7,NA,0,217,49
6,18,NA,13,1,NA,2010,750,7,NA,0,217,49
6,13,NA,8,2,NA,2010,750,7,NA,NA,217,49
6,29,1,19,1,50,1997,750,6,1680,42000,217,49
6,27,6,21,2,20,1999,750,6,7890,1200,217,49
6,39,1,24,2,50,1997,750,6,2190,100000,217,49
6,25,3,19,2,13,2002,750,7,8370,5000,217,49
6,22,1,18,1,40,2003,750,7,5790,12000,217,49
6,80,NA,1,2,NA,2004,750,7,NA,9600,217,49
6,48,1,20,2,38,1996,750,6,8190,100000,217,49
6,18,1,18,2,20,1996,750,6,5190,15000,217,49
6,18,NA,14,2,NA,1996,750,6,NA,0,217,49
6,54,6,19,2,70,2006,750,7,8590,25000,217,49
6,70,7,21,1,7,1971,750,4,7860,42500,217,49
6,80,NA,16,2,NA,1981,750,5,NA,6000,217,49
6,56,6,19,2,40,1985,750,5,8980,108000,217,49
6,33,1,22,2,40,2010,750,7,7370,3000,217,49
6,25,1,21,1,60,1998,750,6,7460,40020,217,49
6,88,NA,16,2,NA,1989,750,5,NA,8500,217,49
6,35,4,22,2,40,2011,750,7,7870,71500,217,49
6,55,5,23,1,40,1983,750,5,8190,200300,217,49
6,52,1,21,2,NA,1984,750,5,7070,0,217,49
6,19,NA,19,2,NA,2005,750,7,NA,0,217,49
6,31,2,22,2,40,1982,750,5,8290,24000,217,49
6,27,1,21,2,30,1986,750,5,5170,13000,217,49
6,56,NA,21,2,NA,1980,795,5,NA,0,217,49
6,47,7,21,2,35,1976,750,4,7780,110000,217,49
6,53,7,24,1,40,1975,750,4,7290,100000,217,49
6,45,1,21,2,40,1970,750,4,7390,98000,217,49
6,32,2,22,2,10,1991,750,6,7460,4000,217,49
6,39,1,18,2,40,1993,750,6,6870,38000,217,49
6,43,1,19,1,60,1993,750,6,1480,10000,217,49
6,64,NA,9,2,NA,1993,750,6,NA,0,217,49
6,42,NA,20,2,NA,2009,750,7,NA,0,217,49
6,47,1,23,1,40,2009,750,7,6570,90000,217,49
6,11,NA,8,1,NA,2009,750,7,NA,NA,217,49
6,9,NA,6,1,NA,2009,750,7,NA,NA,217,49
6,32,2,22,2,NA,1985,750,5,7860,0,217,49
6,22,NA,19,2,NA,2005,750,7,NA,0,217,49
6,22,NA,19,2,NA,2005,750,7,NA,0,217,49
6,80,NA,20,1,NA,2002,750,7,NA,8600,217,49
6,80,NA,22,2,NA,1978,750,4,NA,12600,217,49
6,68,NA,20,2,NA,1985,750,5,NA,31600,217,49
6,30,1,21,2,NA,2007,750,7,1990,0,217,49
6,34,NA,21,2,NA,2008,750,7,NA,28000,217,49
6,40,NA,21,2,NA,2009,750,7,NA,25000,217,49
6,15,NA,13,2,NA,2009,750,7,NA,0,217,49
6,54,1,21,2,45,1971,750,4,3365,100000,217,49
6,55,2,21,2,40,1981,750,5,9160,6000,217,49
6,77,NA,18,2,NA,1958,750,2,NA,12300,217,49
6,56,7,22,2,NA,1998,750,6,8680,0,217,49
6,50,6,19,2,50,1990,750,6,7390,20000,217,49
6,49,3,16,1,30,1985,750,5,7860,29000,217,49
6,65,NA,21,2,NA,1986,750,5,NA,10400,217,49
6,49,1,20,2,40,1997,750,6,3960,40000,217,49
6,50,1,21,1,40,1997,750,6,3390,54000,217,49
6,23,9,21,1,NA,2009,750,7,9920,0,217,49
6,48,1,21,2,45,1978,750,4,4270,125000,217,49
6,71,NA,12,2,NA,1979,750,4,NA,15300,217,49
6,73,NA,16,1,NA,1979,750,4,NA,15300,217,49
6,45,6,16,1,40,1982,750,5,4795,1,217,49
6,43,1,16,2,40,1990,750,6,6870,21000,217,49
6,43,7,23,1,40,1992,750,6,7980,85000,217,49
6,44,1,21,2,30,1994,750,6,6870,3500,217,49
6,37,5,22,2,40,1983,750,5,9470,125000,217,49
6,62,7,20,2,NA,1979,750,4,770,0,217,49
6,64,7,21,1,40,1979,750,4,770,75000,217,49
6,43,6,19,1,20,1993,750,6,7390,23000,217,49
6,42,6,19,2,20,1995,750,6,7390,23000,217,49
6,78,NA,9,2,NA,1983,795,5,NA,10500,217,49
6,53,6,21,1,58,2000,750,7,9070,26800,217,49
6,51,6,18,2,58,1979,750,4,9070,26800,217,49
6,33,1,19,1,55,1982,750,5,8680,48000,217,49
6,54,6,21,1,50,2008,750,7,6990,5000,217,49
6,22,1,19,1,20,2008,750,7,8680,480,217,49
6,40,1,21,2,NA,1977,750,4,6970,0,217,49
6,73,2,24,1,40,1961,750,3,7870,140000,217,49
6,72,NA,22,2,NA,1971,750,4,NA,13000,217,49
6,59,1,22,1,40,1984,750,5,8170,132000,217,49
6,58,1,21,2,40,1985,750,5,8170,150000,217,49
6,43,1,21,1,40,1977,750,4,4170,50000,217,49
6,43,NA,21,2,NA,1993,750,6,NA,24000,217,49
6,42,NA,19,1,NA,1991,750,6,NA,7400,217,49
6,46,2,19,1,40,2004,750,7,8680,42000,217,49
6,41,2,19,2,40,2004,750,7,5170,54000,217,49
6,14,NA,11,2,NA,2004,750,7,NA,NA,217,49
6,12,NA,9,1,NA,2004,750,7,NA,NA,217,49
6,44,1,22,1,40,2009,750,7,8680,45000,217,49
6,36,NA,19,2,NA,1982,999,5,NA,0,217,49
6,71,4,21,2,40,1969,999,3,7860,71000,217,49
6,70,NA,22,1,NA,1963,999,3,NA,15600,217,49
6,20,4,19,2,10,1998,750,6,7870,1000,217,49
6,64,NA,16,2,NA,1972,750,4,NA,0,217,49
6,79,NA,6,2,NA,1990,750,6,NA,12200,217,49
6,64,1,16,1,NA,1983,750,5,3190,45000,217,49
6,63,1,16,2,40,1983,750,5,6990,56000,217,49
6,63,7,23,1,48,1980,750,5,7980,150000,217,49
6,59,1,21,2,40,1978,750,4,6990,48000,217,49
6,51,1,21,1,50,2004,750,7,8680,24500,217,49
6,49,1,21,2,NA,2004,750,7,8680,0,217,49
6,18,NA,14,1,NA,2004,750,7,NA,0,217,49
6,51,1,22,1,40,2000,750,7,7390,115000,217,49
6,55,6,22,2,45,2002,750,7,8080,-5400,217,49
6,56,9,22,1,NA,2006,750,7,9920,0,217,49
6,24,1,21,2,25,2002,750,7,8470,9000,217,49
6,58,NA,22,2,NA,1997,750,6,NA,0,217,49
6,58,6,22,1,50,1997,750,6,4980,50000,217,49
6,29,1,22,1,40,1997,750,6,7280,65000,217,49
6,27,1,22,2,40,1997,750,6,7280,65000,217,49
6,63,1,16,2,NA,1980,750,5,8680,4800,217,49
6,60,6,16,2,50,1978,750,4,8680,18000,217,49
6,47,1,14,1,40,1997,750,6,4970,15800,217,49
6,80,NA,12,1,NA,1981,750,5,NA,9600,217,49
6,20,4,19,1,12,1999,750,6,5370,1000,217,49
6,21,1,19,1,NA,2006,750,7,7880,1000,217,49
6,79,NA,16,2,NA,1985,750,5,NA,13600,217,49
6,70,NA,19,2,NA,1975,750,4,NA,25700,217,49
6,73,NA,21,1,NA,1975,750,4,NA,11100,217,49
6,67,NA,16,2,NA,1991,750,6,NA,3600,217,49
6,53,6,16,2,40,1979,750,4,7580,33000,217,49
6,39,1,21,1,34,1987,750,5,4290,14600,217,49
6,23,4,19,2,NA,2011,750,7,7870,0,217,49
6,64,7,23,1,40,1977,750,4,7280,421000,217,49
6,62,1,21,2,20,1977,750,4,8190,50000,217,49
6,65,1,12,2,NA,1974,750,4,8170,17000,217,49
6,90,NA,9,2,NA,1978,750,4,NA,7200,217,49
6,72,NA,21,2,NA,1969,999,3,NA,30000,217,49
6,31,2,21,2,40,1989,999,5,8090,60000,217,49
6,52,1,22,1,50,2006,750,7,6670,60000,217,49
6,50,NA,18,2,NA,2006,750,7,NA,0,217,49
6,25,NA,19,2,NA,2006,750,7,NA,0,217,49
6,22,NA,19,2,NA,2006,750,7,NA,0,217,49
6,18,NA,15,1,NA,2006,750,7,NA,0,217,49
6,29,NA,20,1,NA,2008,750,7,NA,0,217,49
6,65,5,16,2,32,1974,750,4,6370,48000,217,49
6,40,NA,19,2,NA,1974,750,4,NA,0,217,49
6,69,6,21,1,NA,1994,750,6,4990,18000,217,49
6,66,6,16,2,NA,1994,750,6,4990,9700,217,49
6,50,1,19,2,NA,1980,750,5,8980,9600,217,49
6,80,NA,21,1,NA,1981,750,5,NA,162600,217,49
6,76,1,16,2,NA,1982,750,5,4380,65200,217,49
6,78,NA,9,2,NA,1988,750,5,NA,10100,217,49
6,60,1,22,1,40,1990,750,6,7390,81400,217,49
6,56,1,22,2,40,1983,750,5,7280,99000,217,49
6,28,1,21,2,40,2011,750,7,7390,36000,217,49
6,45,1,21,2,20,1992,750,6,8680,30000,217,49
6,59,NA,15,2,NA,1998,750,6,NA,0,217,49
6,37,1,21,1,40,2000,750,7,7070,80000,217,49
6,32,1,20,2,40,2003,750,7,8980,50000,217,49
6,33,1,20,2,NA,1979,750,4,8090,210,217,49
6,52,NA,13,2,NA,1987,750,5,NA,13600,217,49
6,61,1,18,2,40,1995,999,6,3960,1200,217,49
6,59,6,21,1,50,1986,750,5,8870,30000,217,49
6,59,NA,23,2,NA,1993,750,6,NA,0,217,49
6,28,1,19,1,40,2006,750,7,6670,40000,217,49
6,41,2,21,1,25,1980,750,5,9160,3200,217,49
6,46,4,22,2,50,1975,750,4,7860,79000,217,49
6,65,7,16,1,70,1988,750,5,6190,15000,217,49
6,65,NA,16,2,NA,1988,750,5,NA,6000,217,49
6,35,7,21,1,25,1978,750,4,4970,8000,217,49
6,55,1,19,1,40,1980,750,5,6680,65600,217,49
6,51,1,24,2,40,1990,750,6,3960,71200,217,49
6,63,1,11,1,40,1989,999,5,9070,24000,217,49
6,57,6,19,2,40,1989,999,5,7790,45000,217,49
6,37,1,23,1,45,1981,750,5,7270,70000,217,49
6,60,1,16,2,32,1975,750,4,8290,7500,217,49
6,79,NA,16,2,NA,1976,750,4,NA,20400,217,49
6,43,1,21,1,40,2001,750,7,7890,31200,217,49
6,60,6,21,1,NA,1983,750,5,9070,12100,217,49
6,60,6,16,2,NA,1983,750,5,9070,0,217,49
6,35,4,23,2,40,1977,750,4,7270,88310,217,49
6,69,NA,11,2,NA,1984,750,5,NA,7200,217,49
6,70,NA,18,1,NA,1984,750,5,NA,0,217,49
6,40,NA,1,1,NA,1984,750,5,NA,4800,217,49
6,44,NA,21,2,NA,1994,750,6,NA,4000,217,49
6,56,1,21,1,40,1967,750,3,7470,52800,217,49
6,50,1,21,2,40,1970,750,4,6570,80000,217,49
6,58,1,19,1,40,1967,750,3,8190,50000,217,49
6,62,6,21,1,NA,1987,750,5,7490,670,217,49
6,57,4,22,2,10,1987,750,5,7880,8000,217,49
6,17,NA,13,1,NA,2008,750,7,NA,0,217,49
